,LINENAME,STATION,DATE,TIME,ENTRIES,NEW_ENTRIES
259,6,68ST-HUNTER CO,2017-01-17,00:00:00,109780553,1335.0
260,6,68ST-HUNTER CO,2017-01-17,04:00:00,109780698,145.0
261,6,68ST-HUNTER CO,2017-01-17,08:00:00,109781604,906.0
262,6,68ST-HUNTER CO,2017-01-17,12:00:00,109785549,3945.0
263,6,68ST-HUNTER CO,2017-01-17,16:00:00,109792385,6836.0
264,6,68ST-HUNTER CO,2017-01-17,20:00:00,109802332,9947.0
265,6,68ST-HUNTER CO,2017-01-18,00:00:00,109804470,2138.0
266,6,68ST-HUNTER CO,2017-01-18,04:00:00,109804666,196.0
267,6,68ST-HUNTER CO,2017-01-18,08:00:00,109805573,907.0
268,6,68ST-HUNTER CO,2017-01-18,12:00:00,109809577,4004.0
269,6,68ST-HUNTER CO,2017-01-18,16:00:00,109816277,6700.0
270,6,68ST-HUNTER CO,2017-01-18,20:00:00,109826318,10041.0
271,6,68ST-HUNTER CO,2017-01-19,00:00:00,109828596,2278.0
272,6,68ST-HUNTER CO,2017-01-19,04:00:00,109828777,181.0
273,6,68ST-HUNTER CO,2017-01-19,08:00:00,109829663,886.0
274,6,68ST-HUNTER CO,2017-01-19,12:00:00,109833821,4158.0
275,6,68ST-HUNTER CO,2017-01-19,16:00:00,109840402,6581.0
276,6,68ST-HUNTER CO,2017-01-19,20:00:00,109850816,10414.0
277,6,68ST-HUNTER CO,2017-01-20,00:00:00,109853245,2429.0
278,6,68ST-HUNTER CO,2017-01-20,04:00:00,109853450,205.0
279,6,68ST-HUNTER CO,2017-01-20,08:00:00,109854282,832.0
280,6,68ST-HUNTER CO,2017-01-20,12:00:00,109858155,3873.0
281,6,68ST-HUNTER CO,2017-01-20,16:00:00,109864650,6495.0
282,6,68ST-HUNTER CO,2017-01-20,20:00:00,109873173,8523.0
283,6,68ST-HUNTER CO,2017-01-21,00:00:00,109875144,1971.0
284,6,68ST-HUNTER CO,2017-01-21,04:00:00,109875389,245.0
285,6,68ST-HUNTER CO,2017-01-21,08:00:00,109875634,245.0
286,6,68ST-HUNTER CO,2017-01-21,12:00:00,109877186,1552.0
287,6,68ST-HUNTER CO,2017-01-21,16:00:00,109880884,3698.0
288,6,68ST-HUNTER CO,2017-01-21,20:00:00,109884511,3627.0
289,6,68ST-HUNTER CO,2017-01-22,00:00:00,109885811,1300.0
290,6,68ST-HUNTER CO,2017-01-22,04:00:00,109885995,184.0
291,6,68ST-HUNTER CO,2017-01-22,08:00:00,109886206,211.0
292,6,68ST-HUNTER CO,2017-01-22,12:00:00,109887064,858.0
293,6,68ST-HUNTER CO,2017-01-22,16:00:00,109889092,2028.0
294,6,68ST-HUNTER CO,2017-01-22,20:00:00,109891186,2094.0
295,6,68ST-HUNTER CO,2017-01-23,00:00:00,109892011,825.0
296,6,68ST-HUNTER CO,2017-01-23,04:00:00,109892133,122.0
297,6,68ST-HUNTER CO,2017-01-23,08:00:00,109892994,861.0
298,6,68ST-HUNTER CO,2017-01-23,12:00:00,109896760,3766.0
299,6,68ST-HUNTER CO,2017-01-23,16:00:00,109902841,6081.0
300,6,68ST-HUNTER CO,2017-01-23,20:00:00,109911961,9120.0
301,6,68ST-HUNTER CO,2017-01-24,00:00:00,109913789,1828.0
302,6,68ST-HUNTER CO,2017-01-24,04:00:00,109913957,168.0
303,6,68ST-HUNTER CO,2017-01-24,08:00:00,109914854,897.0
304,6,68ST-HUNTER CO,2017-01-24,12:00:00,109918850,3996.0
305,6,68ST-HUNTER CO,2017-01-24,16:00:00,109925059,6209.0
306,6,68ST-HUNTER CO,2017-01-24,20:00:00,109934533,9474.0
307,6,68ST-HUNTER CO,2017-01-25,00:00:00,109936644,2111.0
308,6,68ST-HUNTER CO,2017-01-25,04:00:00,109936820,176.0
309,6,68ST-HUNTER CO,2017-01-25,08:00:00,109937710,890.0
310,6,68ST-HUNTER CO,2017-01-25,12:00:00,109941590,3880.0
311,6,68ST-HUNTER CO,2017-01-25,16:00:00,109946902,5312.0
312,6,68ST-HUNTER CO,2017-01-25,20:00:00,109956063,9161.0
313,6,68ST-HUNTER CO,2017-01-26,00:00:00,109958087,2024.0
314,6,68ST-HUNTER CO,2017-01-26,04:00:00,109958291,204.0
315,6,68ST-HUNTER CO,2017-01-26,08:00:00,109959139,848.0
316,6,68ST-HUNTER CO,2017-01-26,12:00:00,109962991,3852.0
317,6,68ST-HUNTER CO,2017-01-26,16:00:00,109969080,6089.0
318,6,68ST-HUNTER CO,2017-01-26,20:00:00,109978474,9394.0
319,6,68ST-HUNTER CO,2017-01-27,00:00:00,109980630,2156.0
320,6,68ST-HUNTER CO,2017-01-27,04:00:00,109980829,199.0
321,6,68ST-HUNTER CO,2017-01-27,08:00:00,109981670,841.0
322,6,68ST-HUNTER CO,2017-01-27,12:00:00,109985483,3813.0
323,6,68ST-HUNTER CO,2017-01-27,16:00:00,109991574,6091.0
324,6,68ST-HUNTER CO,2017-01-27,20:00:00,109999761,8187.0
325,6,77 ST,2017-01-01,00:00:00,239229918,0.0
326,6,77 ST,2017-01-01,04:00:00,239231385,1467.0
327,6,77 ST,2017-01-01,08:00:00,239231734,349.0
328,6,77 ST,2017-01-01,12:00:00,239233011,1277.0
329,6,77 ST,2017-01-01,16:00:00,239236018,3007.0
330,6,77 ST,2017-01-01,20:00:00,239239035,3017.0
331,6,77 ST,2017-01-02,00:00:00,239240638,1603.0
332,6,77 ST,2017-01-02,04:00:00,239240911,273.0
333,6,77 ST,2017-01-02,08:00:00,239241311,400.0
334,6,77 ST,2017-01-02,12:00:00,239243254,1943.0
335,6,77 ST,2017-01-02,16:00:00,239248301,5047.0
336,6,77 ST,2017-01-02,20:00:00,239254322,6021.0
337,6,77 ST,2017-01-03,00:00:00,239256549,2227.0
338,6,77 ST,2017-01-03,04:00:00,239256798,249.0
339,6,77 ST,2017-01-03,08:00:00,239258912,2114.0
340,6,77 ST,2017-01-03,12:00:00,239266133,7221.0
341,6,77 ST,2017-01-03,16:00:00,239273819,7686.0
342,6,77 ST,2017-01-03,20:00:00,239285182,11363.0
343,6,77 ST,2017-01-04,00:00:00,239288094,2912.0
344,6,77 ST,2017-01-04,04:00:00,239288393,299.0
345,6,77 ST,2017-01-04,08:00:00,239290433,2040.0
348,6,77 ST,2017-01-04,20:00:00,239316456,11033.0
349,6,77 ST,2017-01-05,00:00:00,239319676,3220.0
350,6,77 ST,2017-01-05,04:00:00,239320028,352.0
351,6,77 ST,2017-01-05,08:00:00,239322101,2073.0
352,6,77 ST,2017-01-05,12:00:00,239329562,7461.0
353,6,77 ST,2017-01-05,16:00:00,239337002,7440.0
354,6,77 ST,2017-01-05,20:00:00,239348246,11244.0
355,6,77 ST,2017-01-06,00:00:00,239351555,3309.0
356,6,77 ST,2017-01-06,04:00:00,239351909,354.0
357,6,77 ST,2017-01-06,08:00:00,239353763,1854.0
358,6,77 ST,2017-01-06,12:00:00,239360978,7215.0
359,6,77 ST,2017-01-06,16:00:00,239368802,7824.0
360,6,77 ST,2017-01-06,20:00:00,239379021,10219.0
361,6,77 ST,2017-01-07,00:00:00,239382668,3647.0
362,6,77 ST,2017-01-07,04:00:00,239383207,539.0
363,6,77 ST,2017-01-07,08:00:00,239383617,410.0
364,6,77 ST,2017-01-07,12:00:00,239385665,2048.0
365,6,77 ST,2017-01-07,16:00:00,239389889,4224.0
366,6,77 ST,2017-01-07,20:00:00,239395844,5955.0
367,6,77 ST,2017-01-08,00:00:00,239398732,2888.0
368,6,77 ST,2017-01-08,04:00:00,239399241,509.0
369,6,77 ST,2017-01-08,08:00:00,239399571,330.0
370,6,77 ST,2017-01-08,12:00:00,239401061,1490.0
371,6,77 ST,2017-01-08,16:00:00,239404693,3632.0
372,6,77 ST,2017-01-08,20:00:00,239408727,4034.0
373,6,77 ST,2017-01-09,00:00:00,239410850,2123.0
374,6,77 ST,2017-01-09,04:00:00,239411087,237.0
375,6,77 ST,2017-01-09,08:00:00,239413101,2014.0
376,6,77 ST,2017-01-09,12:00:00,239420193,7092.0
377,6,77 ST,2017-01-09,16:00:00,239426837,6644.0
378,6,77 ST,2017-01-09,20:00:00,239437036,10199.0
379,6,77 ST,2017-01-10,00:00:00,239439897,2861.0
380,6,77 ST,2017-01-10,04:00:00,239440184,287.0
381,6,77 ST,2017-01-10,08:00:00,239442207,2023.0
382,6,77 ST,2017-01-10,12:00:00,239449609,7402.0
383,6,77 ST,2017-01-10,16:00:00,239456819,7210.0
384,6,77 ST,2017-01-10,20:00:00,239467795,10976.0
385,6,77 ST,2017-01-11,00:00:00,239470881,3086.0
386,6,77 ST,2017-01-11,04:00:00,239471193,312.0
387,6,77 ST,2017-01-11,08:00:00,239473173,1980.0
388,6,77 ST,2017-01-11,12:00:00,239480346,7173.0
389,6,77 ST,2017-01-11,16:00:00,239487769,7423.0
390,6,77 ST,2017-01-11,20:00:00,239498553,10784.0
391,6,77 ST,2017-01-12,00:00:00,239501935,3382.0
392,6,77 ST,2017-01-12,04:00:00,239502269,334.0
393,6,77 ST,2017-01-12,08:00:00,239504182,1913.0
394,6,77 ST,2017-01-12,12:00:00,239511314,7132.0
395,6,77 ST,2017-01-12,16:00:00,239518206,6892.0
396,6,77 ST,2017-01-12,20:00:00,239528325,10119.0
397,6,77 ST,2017-01-13,00:00:00,239531547,3222.0
398,6,77 ST,2017-01-13,04:00:00,239531895,348.0
400,6,77 ST,2017-01-13,07:34:06,229128838,46.0
404,6,77 ST,2017-01-13,16:00:00,239548604,7750.0
405,6,77 ST,2017-01-13,20:00:00,239558540,9936.0
406,6,77 ST,2017-01-14,00:00:00,239561832,3292.0
407,6,77 ST,2017-01-14,04:00:00,239562319,487.0
408,6,77 ST,2017-01-14,08:00:00,239562706,387.0
409,6,77 ST,2017-01-14,12:00:00,239564695,1989.0
410,6,77 ST,2017-01-14,16:00:00,239569014,4319.0
411,6,77 ST,2017-01-14,20:00:00,239574458,5444.0
412,6,77 ST,2017-01-15,00:00:00,239577124,2666.0
413,6,77 ST,2017-01-15,04:00:00,239577556,432.0
414,6,77 ST,2017-01-15,08:00:00,239577850,294.0
415,6,77 ST,2017-01-15,12:00:00,239579273,1423.0
416,6,77 ST,2017-01-15,16:00:00,239582896,3623.0
417,6,77 ST,2017-01-15,20:00:00,239587063,4167.0
418,6,77 ST,2017-01-16,00:00:00,239588945,1882.0
419,6,77 ST,2017-01-16,04:00:00,239589237,292.0
420,6,77 ST,2017-01-16,08:00:00,239589847,610.0
421,6,77 ST,2017-01-16,12:00:00,239592980,3133.0
422,6,77 ST,2017-01-16,16:00:00,239598413,5433.0
423,6,77 ST,2017-01-16,20:00:00,239604919,6506.0
424,6,77 ST,2017-01-17,00:00:00,239607359,2440.0
425,6,77 ST,2017-01-17,04:00:00,239607623,264.0
426,6,77 ST,2017-01-17,08:00:00,239609689,2066.0
427,6,77 ST,2017-01-17,12:00:00,239616783,7094.0
428,6,77 ST,2017-01-17,16:00:00,239623909,7126.0
429,6,77 ST,2017-01-17,20:00:00,239634037,10128.0
430,6,77 ST,2017-01-18,00:00:00,239637176,3139.0
431,6,77 ST,2017-01-18,04:00:00,239637455,279.0
432,6,77 ST,2017-01-18,08:00:00,239639470,2015.0
433,6,77 ST,2017-01-18,12:00:00,239646836,7366.0
434,6,77 ST,2017-01-18,16:00:00,239654219,7383.0
435,6,77 ST,2017-01-18,20:00:00,239664474,10255.0
436,6,77 ST,2017-01-19,00:00:00,239667644,3170.0
437,6,77 ST,2017-01-19,04:00:00,239667966,322.0
438,6,77 ST,2017-01-19,08:00:00,239669926,1960.0
439,6,77 ST,2017-01-19,12:00:00,239677090,7164.0
440,6,77 ST,2017-01-19,16:00:00,239684448,7358.0
441,6,77 ST,2017-01-19,20:00:00,239695072,10624.0
442,6,77 ST,2017-01-20,00:00:00,239698370,3298.0
443,6,77 ST,2017-01-20,04:00:00,239698720,350.0
444,6,77 ST,2017-01-20,08:00:00,239700504,1784.0
445,6,77 ST,2017-01-20,12:00:00,239707382,6878.0
446,6,77 ST,2017-01-20,16:00:00,239715003,7621.0
447,6,77 ST,2017-01-20,20:00:00,239724862,9859.0
448,6,77 ST,2017-01-21,00:00:00,239728051,3189.0
449,6,77 ST,2017-01-21,04:00:00,239728519,468.0
450,6,77 ST,2017-01-21,08:00:00,239728930,411.0
451,6,77 ST,2017-01-21,12:00:00,239731859,2929.0
452,6,77 ST,2017-01-21,16:00:00,239737587,5728.0
453,6,77 ST,2017-01-21,20:00:00,239742785,5198.0
454,6,77 ST,2017-01-22,00:00:00,239745287,2502.0
455,6,77 ST,2017-01-22,04:00:00,239745724,437.0
456,6,77 ST,2017-01-22,08:00:00,239746026,302.0
459,6,77 ST,2017-01-22,20:00:00,239754126,3436.0
460,6,77 ST,2017-01-23,00:00:00,239755855,1729.0
461,6,77 ST,2017-01-23,04:00:00,239756049,194.0
462,6,77 ST,2017-01-23,08:00:00,239757989,1940.0
